id,datetime,temperature,humidity
778,17-09-2020 16:10:19,22.3,45.99
779,17-09-2020 16:10:20,20.07,52.38
780,17-09-2020 16:10:21,20.27,51.06
781,17-09-2020 16:10:23,23.46,59.69
782,17-09-2020 16:10:24,25.37,42.76
783,17-09-2020 16:10:25,25.7,47.85
784,17-09-2020 16:10:26,23.64,41.12
785,17-09-2020 16:10:27,23.56,40.94
786,17-09-2020 16:10:28,25.84,45.83
787,17-09-2020 16:10:29,20.49,59.59
788,17-09-2020 16:10:30,21.18,49.1
789,17-09-2020 16:10:31,20.93,52.46
790,17-09-2020 16:10:32,24.59,43.71
791,17-09-2020 16:10:33,24.08,44.78
792,17-09-2020 16:10:34,23.45,53.2
793,17-09-2020 16:10:35,25.34,49.52
794,17-09-2020 16:10:36,24.39,48.66
795,17-09-2020 16:10:37,20.43,59.93
796,17-09-2020 16:10:38,25.75,51.14
797,17-09-2020 16:10:39,23.06,51.09
798,17-09-2020 16:10:40,25.7,59.86
799,17-09-2020 16:10:41,25.25,56.3
800,17-09-2020 16:10:42,24.18,55.17
801,17-09-2020 16:10:43,22.95,51.26
802,17-09-2020 16:10:44,25.88,56.68
803,17-09-2020 16:10:45,20.17,59.01
804,17-09-2020 16:10:46,25.59,41.5
805,17-09-2020 16:10:47,20.63,55.02
806,17-09-2020 16:10:48,25.23,40.91
807,17-09-2020 16:10:49,21.34,57.47
808,17-09-2020 16:10:50,22.45,58.54
809,17-09-2020 16:10:51,24.74,44.76
810,17-09-2020 16:10:52,22.62,59.6
811,17-09-2020 16:10:53,24.92,45.95
812,17-09-2020 16:10:54,23.14,44.39
813,17-09-2020 16:10:55,23.19,46.28
814,17-09-2020 16:10:56,24.84,59.87
815,17-09-2020 16:10:57,25.99,47.25
816,17-09-2020 16:10:58,20.95,52.12
817,17-09-2020 16:10:59,24.64,56.85
818,17-09-2020 16:11:01,20.98,59.16
819,17-09-2020 16:11:02,24.18,55.68
820,17-09-2020 16:11:03,21.08,49.65
821,17-09-2020 16:11:04,22.29,51.36
822,17-09-2020 16:11:05,25.6,56.66
823,17-09-2020 16:11:06,24.67,55.76
824,17-09-2020 16:11:07,25.03,44.84
825,17-09-2020 16:11:08,22.7,47.76
826,17-09-2020 16:11:09,25.18,55.87
827,17-09-2020 16:11:10,25.26,58.37
828,17-09-2020 16:11:11,25.78,46.05
829,17-09-2020 16:11:12,23.53,53.11
830,17-09-2020 16:11:13,22.22,54.77
831,17-09-2020 16:11:14,22.52,59.66
832,17-09-2020 16:11:15,22.61,45.0
833,17-09-2020 16:11:16,22.83,47.61
834,17-09-2020 16:11:17,23.42,40.27
835,17-09-2020 16:11:18,24.8,59.17
836,17-09-2020 16:11:19,20.8,48.52
837,17-09-2020 16:11:20,23.42,41.2
838,17-09-2020 16:11:21,21.97,52.56
839,17-09-2020 16:11:22,23.84,53.89
840,17-09-2020 16:11:23,23.78,55.48
841,17-09-2020 16:11:24,22.27,43.67
842,17-09-2020 16:11:25,20.03,42.89
843,17-09-2020 16:11:26,21.68,45.02
844,17-09-2020 16:11:27,24.24,49.76
845,17-09-2020 16:11:28,24.97,41.11
846,17-09-2020 16:11:29,24.08,48.07
847,17-09-2020 16:11:30,21.53,44.78
848,17-09-2020 16:11:31,21.16,49.28
849,17-09-2020 16:11:32,21.35,52.83
850,17-09-2020 16:11:33,21.89,55.02
851,17-09-2020 16:11:34,22.73,48.31
852,17-09-2020 16:11:35,20.74,53.6
853,17-09-2020 16:11:37,23.65,59.58
854,17-09-2020 16:11:38,22.53,43.56
855,17-09-2020 16:11:39,25.46,48.03
856,17-09-2020 16:11:40,21.42,50.28
857,17-09-2020 16:11:41,24.17,55.36
858,17-09-2020 16:11:42,21.31,40.36
859,17-09-2020 16:11:43,20.08,48.96
860,17-09-2020 16:11:44,20.06,54.94
861,17-09-2020 16:11:45,20.62,43.48
862,17-09-2020 16:11:46,25.75,41.32
863,17-09-2020 16:11:47,21.64,59.08
864,17-09-2020 16:11:48,22.41,46.01
865,17-09-2020 16:11:49,22.13,43.54
866,17-09-2020 16:11:50,22.9,49.17
867,17-09-2020 16:11:51,24.84,50.8
868,17-09-2020 16:11:52,25.75,42.6
869,17-09-2020 16:11:53,23.0,46.67
870,17-09-2020 16:11:54,21.0,58.72
871,17-09-2020 16:11:55,22.63,41.96
872,17-09-2020 16:11:56,23.23,53.57
873,17-09-2020 16:11:57,24.5,57.3
874,17-09-2020 16:11:58,24.21,49.32
875,17-09-2020 16:11:59,22.19,56.0
876,17-09-2020 16:12:00,25.51,49.24
877,17-09-2020 16:12:01,22.19,59.09
878,17-09-2020 16:12:02,22.68,41.67
879,17-09-2020 16:12:03,21.62,52.53
880,17-09-2020 16:12:04,20.55,49.16
881,17-09-2020 16:12:05,22.74,53.19
882,17-09-2020 16:12:06,21.73,40.05
883,17-09-2020 16:12:07,20.28,58.29
884,17-09-2020 16:12:08,20.9,49.93
885,17-09-2020 16:12:09,25.79,49.9
886,17-09-2020 16:12:10,23.87,54.64
887,17-09-2020 16:12:11,21.45,59.07
888,17-09-2020 16:12:12,23.37,47.99
889,17-09-2020 16:12:13,24.71,47.82
890,17-09-2020 16:12:14,22.08,49.85
891,17-09-2020 16:12:15,22.96,48.16
892,17-09-2020 16:12:17,24.25,52.46
893,17-09-2020 16:12:18,23.55,58.28
894,17-09-2020 16:12:19,20.27,55.54
895,17-09-2020 16:12:20,23.48,55.11
896,17-09-2020 16:12:21,24.29,59.69
897,17-09-2020 16:12:22,24.84,46.25
898,17-09-2020 16:12:23,23.46,46.56
899,17-09-2020 16:12:24,25.34,58.01
900,17-09-2020 16:12:25,25.91,48.84
901,17-09-2020 16:12:26,21.96,50.49
902,17-09-2020 16:12:27,22.38,55.15
903,17-09-2020 16:12:28,20.73,58.29
904,17-09-2020 16:12:29,23.27,49.96
905,17-09-2020 16:12:30,20.19,53.03
906,17-09-2020 16:12:31,22.74,41.66
907,17-09-2020 16:12:32,20.16,58.98
908,17-09-2020 16:12:33,24.61,58.02
909,17-09-2020 16:12:34,23.74,46.53
910,17-09-2020 16:12:35,22.63,59.92
911,17-09-2020 16:12:36,25.87,57.85
912,17-09-2020 16:12:37,21.4,55.91
913,17-09-2020 16:12:38,23.37,44.05
914,17-09-2020 16:12:39,25.03,47.89
915,17-09-2020 16:12:40,20.1,55.45
916,17-09-2020 16:12:41,25.94,43.53
917,17-09-2020 16:12:42,24.29,49.82
918,17-09-2020 16:12:43,23.86,45.04
919,17-09-2020 16:12:44,22.73,53.13
920,17-09-2020 16:12:45,24.36,56.12
921,17-09-2020 16:12:46,23.55,50.14
922,17-09-2020 16:12:47,23.52,48.63
923,17-09-2020 16:12:48,21.31,53.6
924,17-09-2020 16:12:49,25.63,47.05
925,17-09-2020 16:12:50,24.73,50.74
926,17-09-2020 16:12:51,22.49,59.69
927,17-09-2020 16:12:52,25.71,54.84
928,17-09-2020 16:12:53,24.66,55.78
929,17-09-2020 16:12:54,20.11,59.59
930,17-09-2020 16:12:56,25.59,43.96
931,17-09-2020 16:12:57,25.7,46.75
932,17-09-2020 16:12:58,24.49,52.71
933,17-09-2020 16:12:59,22.53,45.8
934,17-09-2020 16:13:00,21.11,55.61
935,17-09-2020 16:13:01,23.65,42.77
936,17-09-2020 16:13:02,22.6,49.32
937,17-09-2020 16:13:03,24.15,47.93
938,18-09-2020 10:25:01,21.72,53.91
939,18-09-2020 10:25:02,25.32,57.05
940,18-09-2020 10:25:03,24.39,57.78
941,18-09-2020 10:25:04,22.42,55.55
942,18-09-2020 10:25:05,21.85,40.98
943,18-09-2020 10:25:06,20.68,48.92
944,18-09-2020 10:25:08,24.64,48.11
945,18-09-2020 10:25:09,21.9,55.7
946,18-09-2020 10:25:10,22.27,46.06
947,18-09-2020 10:25:11,25.07,57.17
948,18-09-2020 10:25:12,24.94,52.48
949,18-09-2020 10:25:13,24.09,43.38
950,18-09-2020 10:25:14,25.22,55.75
951,18-09-2020 10:25:15,24.49,51.69
952,18-09-2020 10:25:16,25.09,51.4
953,18-09-2020 10:25:17,21.76,40.79
954,18-09-2020 10:25:18,22.38,49.54
955,18-09-2020 10:25:19,24.04,51.91
956,18-09-2020 10:25:20,21.58,46.69
957,18-09-2020 10:25:21,20.77,49.42
958,18-09-2020 10:25:22,24.09,53.05
959,18-09-2020 10:25:23,24.91,46.39
960,18-09-2020 10:25:24,20.52,58.37
961,18-09-2020 10:25:25,22.42,50.27
962,18-09-2020 10:25:26,24.17,49.93
963,18-09-2020 10:25:27,21.59,51.18
964,18-09-2020 10:25:28,25.92,59.99
965,18-09-2020 10:25:29,24.07,50.26
966,18-09-2020 10:25:30,25.34,58.02
967,18-09-2020 10:25:31,23.22,54.82
968,18-09-2020 10:25:32,22.42,51.62
969,18-09-2020 10:25:33,20.62,55.39
970,18-09-2020 10:25:34,23.28,55.96
971,18-09-2020 10:25:35,25.54,40.17
972,18-09-2020 10:25:36,24.31,55.89
973,18-09-2020 10:25:37,23.66,52.3
974,18-09-2020 10:25:38,23.45,44.01
975,18-09-2020 10:25:39,20.92,53.41
976,18-09-2020 10:25:40,23.28,53.76
977,18-09-2020 10:25:41,25.3,41.91
978,18-09-2020 10:25:42,21.07,49.41
979,18-09-2020 10:25:43,21.67,53.41
980,18-09-2020 10:25:45,21.69,53.26
981,18-09-2020 10:25:46,25.67,51.35
982,18-09-2020 10:25:47,24.58,43.42
983,18-09-2020 10:25:48,23.84,48.62
984,18-09-2020 10:25:49,24.03,56.63
985,18-09-2020 10:25:50,21.11,59.85
986,18-09-2020 10:25:51,21.71,40.56
987,18-09-2020 10:25:52,20.36,58.87
988,18-09-2020 10:25:53,22.45,58.95
989,18-09-2020 10:25:54,22.46,40.76
990,18-09-2020 10:27:29,25.19,40.59
991,18-09-2020 10:27:30,23.66,45.23
992,18-09-2020 10:27:31,23.91,52.23
993,18-09-2020 10:27:32,20.51,54.69
994,18-09-2020 10:27:33,23.34,57.41
995,18-09-2020 10:27:34,24.48,54.36
996,18-09-2020 10:27:35,23.44,49.17
997,18-09-2020 10:27:36,22.04,51.34
998,18-09-2020 10:27:37,23.41,52.04
999,18-09-2020 10:27:38,21.07,58.93
1000,18-09-2020 10:27:39,24.4,43.17
1001,18-09-2020 10:27:40,24.22,45.27
1002,18-09-2020 10:27:41,25.46,43.75
1003,18-09-2020 10:27:42,22.95,59.39
1004,18-09-2020 10:27:43,21.5,48.88
1005,18-09-2020 10:27:44,21.3,58.99
1006,18-09-2020 10:27:45,22.79,45.83
1007,18-09-2020 10:27:46,21.14,42.06
1008,18-09-2020 10:27:47,25.84,58.47
1009,18-09-2020 10:27:48,20.17,56.53
1010,18-09-2020 10:27:50,21.48,52.72
1011,18-09-2020 10:27:51,20.46,54.6
1012,18-09-2020 10:27:52,22.06,55.14
1013,18-09-2020 10:27:53,22.29,59.98
1014,18-09-2020 10:27:54,23.04,51.26
1015,18-09-2020 10:27:55,20.57,42.67
1016,18-09-2020 10:27:56,22.24,42.64
1017,18-09-2020 10:27:57,21.99,41.53
1018,18-09-2020 10:27:58,21.3,57.88
1019,18-09-2020 10:27:59,25.79,44.93
1020,18-09-2020 10:28:00,22.08,45.53
1021,18-09-2020 10:28:01,22.3,49.65
1022,18-09-2020 10:28:02,25.86,52.54
1023,18-09-2020 10:28:03,23.33,56.47
1024,18-09-2020 10:28:04,21.55,58.27
1025,18-09-2020 10:28:05,21.1,56.77
1026,18-09-2020 10:28:06,24.9,53.93
1027,18-09-2020 10:28:07,21.41,57.52
1028,18-09-2020 10:28:08,22.42,52.61
1029,18-09-2020 10:28:09,23.6,46.06
1030,18-09-2020 10:28:10,23.77,58.96
1031,18-09-2020 10:28:11,25.46,49.11
1032,18-09-2020 10:28:12,24.29,55.09
1033,18-09-2020 10:28:13,20.09,54.56
1034,18-09-2020 10:28:14,22.82,56.29
1035,18-09-2020 10:28:15,21.66,56.99
1036,18-09-2020 10:28:16,20.32,52.98
1037,18-09-2020 10:28:17,24.65,49.38
1038,18-09-2020 10:28:18,24.26,51.43
1039,18-09-2020 10:28:19,20.32,57.57
1040,18-09-2020 10:28:20,20.2,43.82
1041,18-09-2020 10:28:21,23.53,55.68
1042,18-09-2020 10:28:22,20.29,53.05
1043,18-09-2020 10:28:23,20.55,51.98
1044,18-09-2020 10:28:24,21.45,51.53
1045,18-09-2020 10:28:25,22.73,40.22
1046,18-09-2020 10:28:26,21.57,42.19
1047,18-09-2020 10:28:28,22.48,44.03
1048,18-09-2020 10:28:29,25.0,49.17
1049,18-09-2020 10:28:30,21.22,44.21
1050,18-09-2020 10:28:31,25.35,49.39
1051,18-09-2020 10:28:32,20.14,52.73
1052,18-09-2020 10:28:33,20.33,54.99
1053,18-09-2020 10:28:34,20.52,53.6
1054,18-09-2020 10:28:35,25.3,47.82
1055,18-09-2020 10:28:36,24.92,56.07
1056,18-09-2020 10:28:37,25.21,47.33
1057,18-09-2020 10:28:38,22.84,48.34
1058,18-09-2020 10:28:39,21.73,47.25
1059,18-09-2020 10:28:40,22.68,47.85
1060,18-09-2020 10:28:41,23.98,57.18
1061,18-09-2020 10:28:42,21.69,44.55
1062,18-09-2020 10:28:43,24.73,51.03
1063,18-09-2020 10:28:44,22.94,47.85
1064,18-09-2020 10:28:45,25.09,44.53
1065,18-09-2020 10:28:46,20.39,52.66
1066,18-09-2020 10:28:47,25.4,54.67
1067,18-09-2020 10:28:48,24.91,44.58
1068,18-09-2020 10:28:49,21.42,47.74
1069,18-09-2020 10:28:50,25.87,48.86
1070,18-09-2020 10:28:51,20.12,43.26
1071,18-09-2020 10:28:52,22.74,43.43
1072,18-09-2020 10:28:53,24.16,42.83
1073,18-09-2020 10:28:54,25.4,47.52
1074,18-09-2020 10:30:59,25.29,45.91
1075,18-09-2020 10:31:00,23.19,49.98
1076,18-09-2020 10:31:01,24.06,44.29
1077,18-09-2020 10:31:02,21.92,47.83
1078,18-09-2020 10:31:03,25.13,47.72
1079,18-09-2020 10:31:05,23.5,58.49
1080,18-09-2020 10:31:24,24.11,45.39
1081,18-09-2020 10:31:25,25.52,55.91
1082,18-09-2020 10:31:26,24.54,52.88
1083,18-09-2020 10:31:27,20.04,47.59
1084,18-09-2020 10:31:28,26.0,43.8
1085,18-09-2020 10:31:29,23.39,50.84
1086,18-09-2020 10:31:30,21.75,53.38
1087,18-09-2020 10:31:31,20.97,50.86
1088,18-09-2020 10:31:32,20.89,50.64
1089,18-09-2020 10:31:34,20.0,54.46
1090,18-09-2020 10:31:35,23.52,55.72
1091,18-09-2020 10:31:36,23.8,51.76
1092,18-09-2020 10:31:37,24.61,43.65
1093,18-09-2020 10:31:38,22.51,58.71
1094,18-09-2020 10:31:39,22.19,54.56
1095,18-09-2020 10:31:40,21.12,45.02
1096,18-09-2020 10:31:41,22.58,53.18
1097,18-09-2020 10:31:42,20.97,47.43
1098,18-09-2020 10:31:43,24.79,40.48
1099,18-09-2020 10:31:44,23.14,51.8
1100,18-09-2020 10:31:45,25.43,40.12
1101,18-09-2020 10:31:46,20.65,57.31
1102,18-09-2020 10:31:47,22.04,44.12
1103,18-09-2020 10:31:48,22.29,57.32
1104,18-09-2020 10:31:49,20.18,58.98
1105,18-09-2020 10:31:50,24.72,54.27
1106,18-09-2020 10:31:51,21.92,44.08
1107,18-09-2020 10:31:52,21.91,57.76
1108,18-09-2020 10:31:53,22.52,49.99
1109,18-09-2020 10:31:54,23.67,54.98
1110,18-09-2020 10:31:55,23.97,57.56
1111,18-09-2020 10:31:56,22.37,59.14
1112,18-09-2020 10:31:57,21.81,49.18
1113,18-09-2020 10:31:58,23.45,59.65
1114,18-09-2020 10:31:59,21.46,55.54
1115,18-09-2020 10:32:00,25.09,41.64
1116,18-09-2020 10:32:01,23.2,49.51
1117,18-09-2020 10:32:02,21.65,59.25
1118,18-09-2020 10:32:03,23.75,52.14
1119,18-09-2020 10:32:04,23.59,45.37
1120,18-09-2020 10:32:05,25.94,54.57
1121,18-09-2020 10:32:06,25.73,57.58
1122,18-09-2020 10:32:07,23.5,51.81
1123,18-09-2020 10:32:08,23.69,51.55
1124,18-09-2020 10:32:10,21.61,59.99
1125,18-09-2020 10:32:11,24.92,59.44
1126,18-09-2020 10:32:12,20.75,45.95
1127,18-09-2020 10:32:13,23.3,44.62
1128,18-09-2020 10:32:14,20.18,45.16
1129,18-09-2020 10:32:15,22.98,40.21
1130,18-09-2020 10:32:16,21.67,53.82
1131,18-09-2020 10:32:17,24.72,44.08
1132,18-09-2020 10:32:18,25.89,41.27
1133,18-09-2020 10:32:19,23.9,54.23
1134,18-09-2020 10:32:20,25.32,41.43
1135,18-09-2020 10:32:21,23.8,41.0
1136,18-09-2020 10:32:22,20.74,49.14
1137,18-09-2020 10:32:23,22.18,41.46
1138,18-09-2020 10:32:24,24.93,55.74
1139,18-09-2020 10:32:25,24.21,58.29
1140,18-09-2020 10:32:26,25.93,46.62
1141,18-09-2020 10:32:27,23.41,52.54
1142,18-09-2020 10:32:28,23.5,42.26
1143,18-09-2020 10:32:29,24.19,55.72
1144,18-09-2020 10:32:30,21.24,43.34
1145,18-09-2020 10:32:31,23.31,53.34
1146,18-09-2020 10:32:32,21.64,41.04
1147,18-09-2020 10:32:33,21.95,43.95
1148,18-09-2020 10:32:34,21.21,50.21
1149,18-09-2020 10:32:35,25.21,45.78
1150,18-09-2020 10:32:36,21.4,44.47
1151,18-09-2020 10:32:37,21.57,52.62
1152,18-09-2020 10:32:38,20.06,41.53
1153,18-09-2020 10:32:39,24.7,47.75
1154,18-09-2020 10:32:40,20.16,41.43
1155,18-09-2020 10:32:41,22.9,40.61
1156,18-09-2020 10:32:42,20.28,56.27
1157,18-09-2020 10:32:43,21.25,57.58
1158,18-09-2020 10:32:44,20.11,46.57
1159,18-09-2020 10:32:45,25.66,53.49
1160,18-09-2020 10:32:46,22.51,50.86
1161,18-09-2020 10:32:48,25.94,48.76
1162,18-09-2020 10:32:49,23.96,55.62
1163,18-09-2020 10:32:50,21.75,58.21
1164,18-09-2020 10:32:51,24.62,51.9
1165,18-09-2020 10:32:52,24.32,44.71
1166,18-09-2020 10:32:53,20.8,54.51
1167,18-09-2020 10:32:54,21.86,51.86
